0.211626D+01  0.126705D+01  0.588966D+00  0.245545D+00  0.121915D+01  0.000000D+00  0.000000D+00  0.000000D+00
0.212351D+01  0.128523D+01  0.577357D+00  0.227943D+00  0.124260D+01  0.000000D+00  0.000000D+00  0.000000D+00
0.213092D+01  0.130349D+01  0.565263D+00  0.180919D+00  0.126520D+01  0.000000D+00  0.000000D+00  0.000000D+00
0.213807D+01  0.132125D+01  0.555840D+00  0.143595D+00  0.128702D+01  0.000000D+00  0.000000D+00  0.000000D+00
0.214496D+01  0.133910D+01  0.542756D+00  0.000000D+00  0.130812D+01  0.000000D+00  0.000000D+00  0.000000D+00
0.215201D+01  0.135649D+01  0.532513D+00  0.000000D+00  0.132856D+01  0.000000D+00  0.000000D+00  0.000000D+00
0.215881D+01  0.137344D+01  0.521860D+00  0.000000D+00  0.134785D+01  0.000000D+00  0.000000D+00  0.000000D+00
0.216536D+01  0.139049D+01  0.506942D+00  0.000000D+00  0.136713D+01  0.000000D+00  0.000000D+00  0.000000D+00
0.217186D+01  0.140714D+01  0.495148D+00  0.000000D+00  0.138588D+01  0.000000D+00  0.000000D+00  0.000000D+00
0.217812D+01  0.142340D+01  0.482764D+00  0.000000D+00  0.140464D+01  0.000000D+00  0.000000D+00  0.000000D+00
0.218414D+01  0.143977D+01  0.469710D+00  0.000000D+00  0.142291D+01  0.000000D+00  0.000000D+00  0.000000D+00
0.218992D+01  0.145625D+01  0.455887D+00  0.000000D+00  0.144120D+01  0.000000D+00  0.000000D+00  0.000000D+00
0.219546D+01  0.147236D+01  0.446184D+00  0.000000D+00  0.145857D+01  0.000000D+00  0.000000D+00  0.000000D+00
0.220077D+01  0.148812D+01  0.430786D+00  0.000000D+00  0.147599D+01  0.000000D+00  0.000000D+00  0.000000D+00
0.220605D+01  0.150400D+01  0.414201D+00  0.000000D+00  0.149345D+01  0.000000D+00  0.000000D+00  0.000000D+00
0.221111D+01  0.151954D+01  0.402360D+00  0.000000D+00  0.151008D+01  0.000000D+00  0.000000D+00  0.000000D+00
0.221575D+01  0.153478D+01  0.389778D+00  0.000000D+00  0.152635D+01  0.245545D+00  0.000000D+00  0.000000D+00
0.221916D+01  0.154807D+01  0.376326D+00  0.000000D+00  0.154062D+01  0.402360D+00  0.000000D+00  0.000000D+00
0.222256D+01  0.156114D+01  0.361838D+00  0.000000D+00  0.155463D+01  0.486962D+00  0.000000D+00  0.000000D+00
0.222555D+01  0.157399D+01  0.346085D+00  0.000000D+00  0.156839D+01  0.552627D+00  0.000000D+00  0.000000D+00
0.222854D+01  0.158703D+01  0.337641D+00  0.000000D+00  0.158192D+01  0.608244D+00  0.000000D+00  0.000000D+00
0.223132D+01  0.159947D+01  0.328751D+00  0.000000D+00  0.159483D+01  0.655212D+00  0.000000D+00  0.000000D+00
0.223409D+01  0.161172D+01  0.309367D+00  0.000000D+00  0.160791D+01  0.700314D+00  0.000000D+00  0.000000D+00
0.223666D+01  0.162379D+01  0.298690D+00  0.000000D+00  0.162041D+01  0.742050D+00  0.000000D+00  0.000000D+00
0.223902D+01  0.163605D+01  0.287191D+00  0.000000D+00  0.163309D+01  0.779555D+00  0.000000D+00  0.000000D+00
0.224138D+01  0.164776D+01  0.274688D+00  0.000000D+00  0.164522D+01  0.815250D+00  0.000000D+00  0.000000D+00
0.224334D+01  0.165932D+01  0.260930D+00  0.000000D+00  0.165716D+01  0.848066D+00  0.000000D+00  0.000000D+00
0.224530D+01  0.167106D+01  0.245545D+00  0.000000D+00  0.166929D+01  0.879798D+00  0.000000D+00  0.000000D+00
0.224706D+01  0.168264D+01  0.245545D+00  0.000000D+00  0.168090D+01  0.910585D+00  0.000000D+00  0.000000D+00
0.224882D+01  0.169373D+01  0.227943D+00  0.000000D+00  0.169235D+01  0.939420D+00  0.000000D+00  0.000000D+00
0.225058D+01  0.170500D+01  0.207100D+00  0.000000D+00  0.170365D+01  0.967641D+00  0.000000D+00  0.000000D+00
0.225213D+01  0.171580D+01  0.207100D+00  0.000000D+00  0.171479D+01  0.995302D+00  0.000000D+00  0.000000D+00
0.225369D+01  0.172646D+01  0.180919D+00  0.000000D+00  0.172580D+01  0.102151D+01  0.000000D+00  0.000000D+00
0.225524D+01  0.173699D+01  0.180919D+00  0.000000D+00  0.173634D+01  0.104823D+01  0.000000D+00  0.000000D+00
0.225680D+01  0.174708D+01  0.180919D+00  0.000000D+00  0.174643D+01  0.107366D+01  0.000000D+00  0.000000D+00
0.225834D+01  0.175672D+01  0.143595D+00  0.000000D+00  0.175640D+01  0.109957D+01  0.000000D+00  0.000000D+00
0.226008D+01  0.176595D+01  0.143595D+00  0.000000D+00  0.176563D+01  0.112587D+01  0.000000D+00  0.000000D+00
0.226163D+01  0.177508D+01  0.143595D+00  0.000000D+00  0.177477D+01  0.115175D+01  0.000000D+00  0.000000D+00
0.226317D+01  0.178412D+01  0.143595D+00  0.000000D+00  0.178381D+01  0.117651D+01  0.000000D+00  0.000000D+00
0.226452D+01  0.179306D+01  0.143595D+00  0.000000D+00  0.179306D+01  0.120027D+01  0.000000D+00  0.000000D+00
0.226567D+01  0.180223D+01  0.000000D+00  0.000000D+00  0.180223D+01  0.122312D+01  0.000000D+00  0.000000D+00
0.226683D+01  0.181130D+01  0.000000D+00  0.000000D+00  0.181130D+01  0.124452D+01  0.000000D+00  0.000000D+00
0.226779D+01  0.182057D+01  0.000000D+00  0.000000D+00  0.182057D+01  0.126520D+01  0.000000D+00  0.000000D+00
0.226875D+01  0.183005D+01  0.000000D+00  0.000000D+00  0.183005D+01  0.128523D+01  0.000000D+00  0.000000D+00
0.226951D+01  0.183914D+01  0.000000D+00  0.000000D+00  0.183914D+01  0.130407D+01  0.000000D+00  0.000000D+00
0.227028D+01  0.184843D+01  0.000000D+00  0.000000D+00  0.184843D+01  0.132295D+01  0.000000D+00  0.000000D+00
0.227105D+01  0.185735D+01  0.000000D+00  0.000000D+00  0.185735D+01  0.134185D+01  0.000000D+00  0.000000D+00
0.227200D+01  0.186589D+01  0.000000D+00  0.000000D+00  0.186589D+01  0.136130D+01  0.000000D+00  0.000000D+00
0.227296D+01  0.187379D+01  0.000000D+00  0.000000D+00  0.187379D+01  0.138124D+01  0.000000D+00  0.000000D+00
0.227391D+01  0.188163D+01  0.000000D+00  0.000000D+00  0.188163D+01  0.140163D+01  0.000000D+00  0.000000D+00
0.227487D+01  0.188885D+01  0.000000D+00  0.000000D+00  0.188885D+01  0.142291D+01  0.000000D+00  0.000000D+00
0.227582D+01  0.189547D+01  0.000000D+00  0.000000D+00  0.189547D+01  0.144499D+01  0.000000D+00  0.000000D+00
0.227677D+01  0.190176D+01  0.000000D+00  0.000000D+00  0.190176D+01  0.146733D+01  0.000000D+00  0.000000D+00
0.227791D+01  0.190775D+01  0.000000D+00  0.000000D+00  0.190775D+01  0.149035D+01  0.000000D+00  0.000000D+00
0.227867D+01  0.191343D+01  0.000000D+00  0.000000D+00  0.191343D+01  0.151397D+01  0.000000D+00  0.000000D+00
0.227962D+01  0.191880D+01  0.000000D+00  0.000000D+00  0.191880D+01  0.153729D+01  0.000000D+00  0.000000D+00
0.227981D+01  0.192522D+01  0.000000D+00  0.000000D+00  0.192522D+01  0.155830D+01  0.000000D+00  0.000000D+00
0.228000D+01  0.193159D+01  0.000000D+00  0.000000D+00  0.193159D+01  0.157915D+01  0.000000D+00  0.000000D+00
0.228019D+01  0.193765D+01  0.000000D+00  0.000000D+00  0.193765D+01  0.159947D+01  0.000000D+00  0.000000D+00
0.228038D+01  0.194368D+01  0.000000D+00  0.000000D+00  0.194368D+01  0.161966D+01  0.000000D+00  0.000000D+00
0.228057D+01  0.194967D+01  0.000000D+00  0.000000D+00  0.194967D+01  0.163936D+01  0.000000D+00  0.000000D+00
0.228076D+01  0.195536D+01  0.000000D+00  0.000000D+00  0.195536D+01  0.165896D+01  0.000000D+00  0.000000D+00
0.228114D+01  0.196103D+01  0.000000D+00  0.000000D+00  0.196103D+01  0.167845D+01  0.000000D+00  0.000000D+00
0.228152D+01  0.196640D+01  0.000000D+00  0.000000D+00  0.196666D+01  0.169750D+01  0.000000D+00  0.000000D+00
0.228190D+01  0.197175D+01  0.000000D+00  0.000000D+00  0.197200D+01  0.171647D+01  0.000000D+00  0.000000D+00
0.228228D+01  0.197706D+01  0.000000D+00  0.000000D+00  0.197706D+01  0.173536D+01  0.000000D+00  0.000000D+00
